text,label
Bread a culprit in Americans eating too much salt.,0
Jury Still Out on Radiation for Early Prostate Cancer,0
Claims made in a widely-shared 2018 meme about the personal and family history of Congressman Beto O'Rourke are accurate.,1
"A major part"" of the climate change bill sponsored by Sens. John Kerry and Joe Lieberman ""was essentially written by BP.",1
"Hepatitis A confirmed at Redfield, Arkansas, diner.",0
"Tom Petri Says President Barack Obama’s debt commission recommended converting Medicare ""to a system where Medicare participants are given a voucher to purchase insurance in the private market.",1
Gabapentin is now considered the most dangerous drug in America and will surpass opioids as the largest prescription drug killer.,1
Disney closes controversial fat-fighting exhibit.,0
Abaloparatide may help prevent fractures in postmenopausal women with osteoporosis,0
"People vaccinated for seasonal influenza face higher chances of catching SARS-COV-2, which causes COVID-19, or testing positive for the virus when they do not actually have it. ",1
Gun homicide is down 49 percent in the past 12 years.,1
"Viral image Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.",1
EPA to issue permits for Los Alamos storm water runoff.,0
Scientists find nutty risk reducer: Eat more nuts,1
Cancer drug 49 times more potent than Cisplatin,1
Experts Issue New Guidelines on Breast Cancer Drugs,1
Ireland has mostly contained coronavirus outbreak: health chief.,0
"Nicotine patches, gum don’t prevent relapse, study finds",1
New heart attack test could identify two-thirds of patients at very low risk of heart attack in the emergency department,1
Novartis Drug Curbs Repeat Hip Fractures,0
"In Providence, R.I., it's illegal to sell toothpaste and a toothbrush to the same customer on a Sunday.",1
"Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.",0
"Sen. Elizabeth Warren ""doesn’t have any Indian blood.",1
"Insurance companies ""have made a fortune with Obamacare.",1
"In 1969, Chicago police urinated on food and supplies intended for use in a free breakfast program spearheaded by the Black Panthers.",1
"As of July 17, 2020, Nueces County in Texas had seen 85 positive COVID-19 tests among children aged under 1 year.",1
COVID-19 started because we eat animals.,1
"Coronavirus death toll jumps to 107 in Italy, all schools shut.",0
"Fast-food restaurants target U.S. kids, study shows.",0
Melania Trump was the first First Lady to visit troops in a war zone. ,1
"Iran says coronavirus death toll nearing 4,000.",0
The race to create a new class of ovarian cancer drugs heats up,1
Merck Says Thousands File for Vioxx Payments.,0
Residents: Tests find toxic chemicals after Texas plant fire.,0
Rural Wisconsin schools getting mental health help by video.,0
"President Trump intends to nominate Dr. Oz to the Presidential Council on Sport, Fitness and Nutrition.",0
4th Massachusetts resident dies of vaping-related illness.,0
Iowa public health officials tackle vaping health concerns.,0
"John McCain accused Barack Obama ""of letting infants die.",1
"From 1947 to 1979, family incomes for rich, middle-income and poor Americans grew about the same rate. But since 1979, incomes for rich families have grown much faster.",0
Common antibiotic may help to prevent or treat PTSD,1
Proton therapy controls common pediatric brain tumor with fewer long-term side effects,1
Russian border becomes China's frontline in fight against second virus wave.,0
"With U.S. hit by virus, China courts Latin America with medical diplomacy.",0
 A female physician from Munich described in an email the challenge of providing medical care to refugees from Syria and other Middle Eastern countries who have come to Germany. ,1
Evidence a high-fat diet works to treat epilepsy,0
Georgia could be first state to test Trump health proposals.,0
Police opened fire on a store mannequin after it failed to follow their orders.,1
House Republicans are ramming through legislation ... to classify pizza as a 'vegetable' for the purpose of school lunches.,1
Senator McCain would pay for part of his (health care) plan by making drastic cuts in Medicare — $882-billion worth.,1
"Disney arranged to have himself frozen in cryonic chamber full of liquid nitrogen upon his death,",1
"Ultrasound jiggles open brain barrier, a step to better care.",0
Lake worshipped by Incans now littered with trash.,0
U.S. says science should settle farm debates in trade deal with EU.,0
"US surgeon general urges caution, not panic, on new virus.",0
"Virginia is ""the number one state per capita in screening out people with mental illness from gun purchases.",0
"Climate is changing. Investing needs to, too, says BlackRock.",0
Blood test for Alzheimer’s,1
Regulator grants license for Britain's first three-parent IVF babies.,0
Portable Device May Relieve Migraine Pain,1
EPA chemical safety nominee drops out amid strong opposition.,0
Hormone patch shows benefit over pill,0
 Claims that President Trump is exhibiting signs of dementia in his speech and actions began circulating on social media in May 2017. ,1
A California Senate bill gives the state the right to seize children from their families,1
Jackson Laboratory gets funding boost for genetics research.,0
"Steyer visiting North Carolina, including Barber’s church.",0
All of the patients in the intensive care unit of a Puerto Rican hospital were killed by Hurricane Maria.,1
Shot Might One Day Help Lower Cholesterol,1
Louisiana to name nursing homes where outbreaks happen.,0
US begins ‘warp speed’ vaccine push as studies ramp up.,0
The seeds of certain common household plants can be used as an alternative to LSD.,1
U.S. travel warning adds to pressure on Tanzania over suspected Ebola cases.,0
Photos and video clips narrated by a medical doctor demonstrate that Democratic presidential candidate Hillary Clinton likely has Parkinson's disease.,1
ADHD Stimulants Might Help a Smoker With the Disorder Cut Back on Cigarettes,1
"Hair-grooming syncope"" is a real fainting disorder that can occur during acts of hair care. ",0
Donald Trump Says Joe Biden has “written a letter of apology” for calling Trump’s travel restrictions from China “xenophobic.”,1
Study Shows Chest Pain From Heart Disease Can Be Treated With Stem Cell Therapy,0
Principal who went into coma after bone marrow donation dies.,0
"Massachusetts officials rescind ban on vaping product sales
.",0
Taiwan reports no new coronavirus cases for first time in a month.,0
"By spring 2020, the sun had entered a ""lockdown"" period where its solar activity decreased to the point that famine, earthquakes, and freezing weather threatened life on Earth.",1
Julian Assange asked President-Elect Donald Trump for a pardon in exchange for his help in defeating Hillary Clinton.,1
"The United States is ""the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege.",1
Officals say the flu is ‘prevalent’ in New York.,0
"Jeb Bush Says that during his eight years as Florida governor, ""we created 1.3 million net new jobs -- more jobs created than Texas.",0
"Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born.",1
Raw milk debate simmers as states and FDA mull rules.,0
Fewer mammograms means more breast cancer deaths,1
Cuban doctors head to Italy to battle coronavirus.,0
"Activities by foreign governments had ""absolutely no effect on the outcome of this election.",1
"Fourteen-year-old, terminally ill cancer patient Maddox Hyde asked that people send him Christmas cards for the holiday.",1
Officials say 2 meningitis deaths in Ohio county unrelated.,0
Getting relief from sexual dysfunction and incontinence caused by menopause,1
Obamacare isn't helping anyone.,1
A secret tape recorded aboard the doomed space shuttle Challenger captured the final panic-stricken moments of the crew. ,1
Israel targets fashion industry over underweight models.,0
"Doctors, nurses, hospitals, even the pharmaceutical industry, (and) AARP"" say that health reform ""makes sense to do.",0
Account by Apollo 11 astronaut Buzz Aldrin describes his taking Communion on the moon.,0
Quebec appeals court upholds C$15 billion tobacco class action ruling.,0
Hunt on for 'patient zero' who spread coronavirus globally from Singapore.,0
"Getting a coronavirus test in Wuhan: fast, cheap and easy.",0
Breast Cancer Drug Breakthrough,1
Samoa faces coronavirus threat after recovering from deadly measles outbreak.,0
I lowered taxes over the last two years.,0
"U.S. Postmaster General Louis DeJoy, a political ally to U.S. President Donald Trump, ordered Postal Service carriers to ""slow the mail down"" to help Trump win the 2020 presidential election.",1
